user_id,persona_type,gender,age,province,city,tenure_months,arpu_yuan,data_usage_gb,call_minutes,current_plan,device,preferred_channel,interested_features,satisfaction,churn_risk,interaction_count,last_interaction_days
CM000653,潮流青年,女,16,宁夏,中卫,215,39.11,121.8,250,神州行孝心卡,Redmi Note 12,营业厅,流量不限量|音乐畅听|社交免流,非常不满意,中风险,12,23
CM000654,蓝领工人,女,30,宁夏,吴忠,6,65.5,22.8,530,全球通388元,vivo X100,短信营业厅,视频通话|务工套餐|语音优惠,不满意,中高风险,11,11
CM000655,潮流青年,女,22,内蒙古,赤峰,27,121.28,95.4,264,全球通88元,iPhone 14,营业厅,社交免流|视频会员|游戏加速,一般,高风险,19,69
CM000656,银发一族,男,61,北京,丰台区,210,26.43,4.6,454,移动畅享套餐,Redmi Note 12,APP,防诈提醒|健康监测|紧急呼叫,非常满意,高风险,16,10
CM000657,蓝领工人,女,41,安徽,芜湖,204,74.14,12.6,571,全球通128元,vivo X100,APP,语音优惠|务工套餐|老乡号码,一般,中风险,8,5
CM000658,学生群体,女,21,吉林,延边,72,48.16,77.3,134,和家庭168,华为P60,微信公众号,校园流量包|学习APP免流|夜间流量,非常满意,中风险,14,6
CM000659,学生群体,男,13,福建,泉州,182,51.92,37.2,123,神州行38元,iPhone SE,微信公众号,校园流量包|学习APP免流|兼职通话,一般,中高风险,13,82
CM000660,家庭用户,女,34,江西,宜春,234,190.23,34.1,417,全球通288元,小米14,短信营业厅,亲情号码|智能家居|家庭共享套餐,一般,中低风险,10,29
CM000661,潮流青年,女,23,重庆,九龙坡区,110,69.12,96.2,194,动感地带校园版,realme GT5,营业厅,游戏加速|流量不限量|视频会员,满意,中风险,21,45
CM000662,潮流青年,女,19,湖北,荆州,77,97.4,30.3,180,神州行38元,OPPO Find X6,APP,社交免流|游戏加速|视频会员,满意,低风险,22,32
CM000663,银发一族,男,63,天津,和平区,128,54.5,3.3,259,全球通188元,华为Mate 60,营业厅,紧急呼叫|大字版APP|语音畅聊包,满意,中风险,4,4
CM000664,蓝领工人,女,32,重庆,九龙坡区,40,72.49,33.5,569,和家庭198,荣耀Magic6,10086热线,视频通话|闲时流量|务工套餐,不满意,中低风险,3,8
CM000665,学生群体,男,12,湖南,株洲,14,41.68,64.8,105,和家庭198,iPhone 15 Pro,营业厅,兼职通话|学习APP免流|夜间流量,非常满意,中风险,14,1
CM000666,潮流青年,女,18,湖南,湘潭,222,87.01,95.9,287,移动畅享套餐,荣耀Magic6,营业厅,视频会员|社交免流|流量不限量,非常满意,中低风险,1,33
CM000667,蓝领工人,男,43,浙江,宁波,69,91.71,28.2,380,动感地带校园版,华为畅享,APP,务工套餐|老乡号码|语音优惠,非常不满意,中低风险,3,70
CM000668,家庭用户,男,37,海南,海口,14,224.71,58.1,685,5G智享套餐,realme GT5,短信营业厅,家庭共享套餐|智能家居|儿童手表,满意,中高风险,24,6
CM000669,家庭用户,男,41,海南,三亚,44,106.02,15.5,452,全球通188元,小米13,10086热线,宽带融合|智能家居|家庭共享套餐,满意,中低风险,5,27
CM000670,蓝领工人,男,29,河北,石家庄,215,67.32,14.0,276,神州行孝心卡,小米13,营业厅,闲时流量|务工套餐|语音优惠,非常不满意,低风险,26,7
CM000671,潮流青年,男,16,新疆,石河子,223,72.74,110.9,236,和家庭168,iPhone 15 Pro,短信营业厅,视频会员|音乐畅听|社交免流,非常不满意,高风险,31,16
CM000672,学生群体,女,14,山西,临汾,126,33.96,50.1,131,和家庭168,Redmi Note 12,网上营业厅,校园流量包|假期短号|兼职通话,一般,中低风险,3,40
CM000673,家庭用户,女,43,新疆,喀什,223,190.88,32.1,624,和家庭168,华为Mate 60,微信公众号,儿童手表|智能家居|亲情号码,满意,低风险,13,18
CM000674,家庭用户,女,30,云南,昆明,233,94.43,29.0,613,全球通88元,华为畅享,网上营业厅,智能家居|亲情号码|家庭共享套餐,满意,高风险,24,12
CM000675,银发一族,男,77,河南,郑州,54,33.43,2.7,178,全球通128元,荣耀Magic6,短信营业厅,语音畅聊包|大字版APP|健康监测,满意,低风险,11,68
CM000676,潮流青年,男,20,广东,珠海,198,106.1,49.6,262,全球通388元,OPPO Find X6,微信公众号,音乐畅听|游戏加速|社交免流,满意,高风险,7,17
CM000677,商务精英,男,47,上海,浦东新区,61,512.59,61.0,1683,全球通128元,华为P60,短信营业厅,国际漫游|企业VPN|5G极速套餐,不满意,中高风险,23,102
CM000678,潮流青年,女,16,湖南,湘潭,59,82.71,46.6,60,移动大流量卡,iPhone 15 Pro,营业厅,音乐畅听|社交免流|视频会员,非常满意,中高风险,5,4
CM000679,蓝领工人,男,28,浙江,宁波,216,53.07,26.2,421,全球通128元,vivo X100,10086热线,老乡号码|务工套餐|闲时流量,满意,中高风险,13,15
CM000680,蓝领工人,男,25,黑龙江,佳木斯,88,41.6,35.9,479,全球通188元,iPhone 15 Pro,网上营业厅,闲时流量|视频通话|务工套餐,满意,中高风险,7,2
CM000681,家庭用户,女,45,北京,朝阳区,109,227.07,31.7,355,全球通388元,华为P60,微信公众号,宽带融合|亲情号码|家庭共享套餐,一般,中低风险,35,2
CM000682,潮流青年,男,25,安徽,马鞍山,40,108.35,57.1,273,5G融合套餐299,小米13,营业厅,视频会员|游戏加速|流量不限量,不满意,高风险,10,23
CM000683,家庭用户,男,48,福建,厦门,39,228.8,11.4,510,和家庭168,Redmi Note 12,短信营业厅,亲情号码|儿童手表|家庭共享套餐,满意,低风险,13,20
CM000684,商务精英,男,32,西藏,日喀则,108,503.51,51.9,1924,动感地带校园版,华为Mate 60,营业厅,5G极速套餐|商务彩铃|企业VPN,非常不满意,低风险,9,33
CM000685,潮流青年,女,22,河南,开封,177,108.23,136.6,201,全球通188元,三星S24,短信营业厅,游戏加速|音乐畅听|视频会员,不满意,低风险,19,20
CM000686,蓝领工人,男,49,海南,儋州,112,68.07,33.6,276,移动大流量卡,荣耀Magic6,10086热线,视频通话|闲时流量|务工套餐,一般,中低风险,7,49
CM000687,银发一族,女,60,广东,佛山,41,29.04,1.0,429,神州行孝心卡,三星S24,网上营业厅,健康监测|紧急呼叫|大字版APP,一般,中低风险,7,18
CM000688,商务精英,男,44,湖南,衡阳,213,240.6,55.4,462,5G智享套餐,vivo X100,10086热线,国际漫游|企业VPN|5G极速套餐,不满意,中低风险,18,25
CM000689,学生群体,女,15,湖北,荆州,156,51.95,57.5,127,5G智享套餐,OPPO Find X6,营业厅,假期短号|校园流量包|兼职通话,满意,中低风险,5,11
CM000690,学生群体,男,12,黑龙江,哈尔滨,135,55.96,31.5,57,神州行孝心卡,vivo X100,营业厅,假期短号|校园流量包|兼职通话,非常不满意,高风险,19,18
CM000691,学生群体,男,15,宁夏,固原,93,25.3,64.5,144,全球通388元,华为P60,10086热线,学习APP免流|兼职通话|假期短号,不满意,中风险,2,151
CM000692,商务精英,男,32,江苏,无锡,70,393.58,54.2,528,全球通188元,小米13,APP,企业VPN|商务彩铃|国际漫游,非常满意,低风险,11,62
CM000693,蓝领工人,男,24,陕西,宝鸡,86,40.79,32.8,281,5G智享套餐,OPPO Find X6,10086热线,老乡号码|闲时流量|视频通话,满意,中风险,10,13
CM000694,潮流青年,男,27,北京,西城区,68,110.76,55.8,211,全球通88元,三星S24,微信公众号,音乐畅听|视频会员|游戏加速,非常满意,低风险,21,0
CM000695,潮流青年,女,16,福建,泉州,60,113.54,143.5,241,5G融合套餐299,OPPO Find X6,网上营业厅,音乐畅听|视频会员|游戏加速,一般,低风险,17,194
CM000696,学生群体,女,21,内蒙古,包头,110,36.68,40.1,57,移动畅享套餐,荣耀Magic6,网上营业厅,学习APP免流|校园流量包|夜间流量,满意,中风险,7,20
CM000697,潮流青年,男,18,四川,成都,172,106.53,114.0,54,移动畅享套餐,iPhone 15 Pro,营业厅,流量不限量|视频会员|社交免流,非常不满意,中风险,8,28
CM000698,学生群体,女,13,浙江,宁波,170,37.24,37.6,63,全球通288元,小米13,APP,假期短号|兼职通话|夜间流量,非常满意,中高风险,12,26
CM000699,蓝领工人,男,31,福建,漳州,194,53.15,18.7,536,和家庭198,Redmi Note 12,10086热线,闲时流量|语音优惠|老乡号码,满意,高风险,7,39
CM000700,潮流青年,女,28,甘肃,天水,198,56.91,64.7,140,全球通88元,小米14,APP,音乐畅听|流量不限量|游戏加速,一般,中高风险,16,31
CM000701,家庭用户,女,33,云南,玉溪,152,109.41,44.7,410,移动畅享套餐,荣耀Magic6,短信营业厅,宽带融合|亲情号码|儿童手表,满意,中风险,10,7
CM000702,学生群体,女,13,黑龙江,大庆,121,22.78,79.7,33,神州行孝心卡,realme GT5,10086热线,校园流量包|假期短号|学习APP免流,非常满意,中风险,13,17
CM000703,潮流青年,男,20,河北,石家庄,118,91.93,96.2,125,全球通188元,小米13,网上营业厅,音乐畅听|视频会员|社交免流,满意,中低风险,2,59
CM000704,潮流青年,女,26,黑龙江,佳木斯,84,38.65,128.1,223,全球通388元,realme GT5,营业厅,流量不限量|社交免流|视频会员,一般,高风险,4,18
CM000705,蓝领工人,男,37,内蒙古,赤峰,200,63.79,33.9,504,移动大流量卡,iPhone 14,10086热线,老乡号码|视频通话|语音优惠,一般,高风险,20,4
CM000706,家庭用户,女,46,江西,赣州,89,187.27,23.8,300,神州行38元,荣耀Magic6,10086热线,智能家居|宽带融合|家庭共享套餐,一般,中低风险,15,0
CM000707,家庭用户,男,49,浙江,杭州,42,197.8,41.2,600,动感地带18元,小米14,网上营业厅,宽带融合|智能家居|儿童手表,一般,中风险,31,10
CM000708,潮流青年,女,27,广东,广州,203,69.41,127.0,73,移动大流量卡,华为畅享,营业厅,视频会员|游戏加速|流量不限量,不满意,中低风险,9,12
CM000709,商务精英,男,49,浙江,温州,239,317.26,71.0,1206,动感地带校园版,OPPO Find X6,网上营业厅,商务彩铃|云存储|5G极速套餐,满意,高风险,15,0
CM000710,学生群体,女,15,湖北,宜昌,40,22.26,45.1,35,全球通388元,iPhone 14,短信营业厅,假期短号|夜间流量|学习APP免流,满意,中风险,12,10
CM000711,潮流青年,男,27,云南,大理,133,109.24,130.5,260,动感地带18元,vivo X100,网上营业厅,流量不限量|社交免流|游戏加速,满意,低风险,26,0
CM000712,蓝领工人,男,44,青海,德令哈,67,72.97,35.0,423,全球通88元,OPPO Find X6,营业厅,语音优惠|闲时流量|务工套餐,一般,低风险,10,77
CM000713,潮流青年,男,17,浙江,温州,7,95.75,146.7,181,神州行孝心卡,OPPO Find X6,10086热线,视频会员|音乐畅听|游戏加速,非常不满意,中高风险,10,43
CM000714,蓝领工人,男,50,青海,格尔木,145,45.34,38.0,303,全球通388元,iPhone SE,营业厅,闲时流量|语音优惠|务工套餐,满意,中风险,17,54
CM000715,银发一族,男,77,上海,黄浦区,8,57.27,4.3,473,和家庭168,iPhone 15 Pro,微信公众号,紧急呼叫|防诈提醒|健康监测,一般,低风险,27,9
CM000716,商务精英,男,53,新疆,石河子,8,351.66,89.7,515,和家庭198,vivo X100,营业厅,商务彩铃|企业VPN|国际漫游,满意,中风险,23,77
CM000717,银发一族,女,80,江苏,常州,212,39.95,2.5,507,和家庭168,realme GT5,营业厅,健康监测|语音畅聊包|大字版APP,一般,中风险,19,9
CM000718,潮流青年,女,28,宁夏,银川,98,97.02,146.8,265,全球通88元,iPhone SE,10086热线,游戏加速|音乐畅听|社交免流,满意,低风险,25,3
CM000719,商务精英,女,37,辽宁,抚顺,12,370.62,65.5,1017,全球通188元,iPhone 14,网上营业厅,国际漫游|商务彩铃|企业VPN,不满意,低风险,20,63
CM000720,潮流青年,女,22,广西,桂林,219,45.64,135.4,166,和家庭168,iPhone 14,微信公众号,视频会员|社交免流|音乐畅听,非常不满意,中低风险,25,22
CM000721,银发一族,女,58,广西,北海,111,34.08,3.6,562,5G融合套餐299,小米13,微信公众号,大字版APP|健康监测|防诈提醒,一般,中高风险,12,25
CM000722,潮流青年,男,23,宁夏,固原,152,77.65,106.9,141,神州行孝心卡,realme GT5,网上营业厅,音乐畅听|社交免流|游戏加速,非常不满意,中低风险,13,69
CM000723,潮流青年,女,22,西藏,山南,216,77.09,144.3,64,神州行38元,三星S24,APP,社交免流|音乐畅听|游戏加速,一般,中风险,8,71
CM000724,家庭用户,女,44,天津,河东区,43,117.29,47.5,356,5G融合套餐299,OPPO Find X6,营业厅,智能家居|儿童手表|亲情号码,满意,中风险,11,5
CM000725,银发一族,男,66,江西,景德镇,198,28.25,1.7,557,全球通128元,Redmi Note 12,短信营业厅,紧急呼叫|大字版APP|语音畅聊包,满意,中风险,5,57
CM000726,家庭用户,女,32,江西,景德镇,134,152.41,32.6,648,全球通288元,OPPO Find X6,10086热线,家庭共享套餐|宽带融合|亲情号码,非常满意,高风险,14,223
CM000727,商务精英,女,35,山西,大同,114,468.85,65.8,1547,动感地带校园版,OPPO Find X6,营业厅,云存储|5G极速套餐|国际漫游,非常不满意,低风险,26,26
CM000728,学生群体,女,16,四川,南充,180,47.48,31.3,73,动感地带校园版,Redmi Note 12,网上营业厅,学习APP免流|夜间流量|假期短号,满意,低风险,29,3
CM000729,家庭用户,男,41,海南,三亚,125,223.27,52.5,450,5G智享套餐,iPhone 14,APP,儿童手表|家庭共享套餐|宽带融合,满意,低风险,15,3
CM000730,潮流青年,男,18,山东,临沂,238,92.31,45.4,78,5G融合套餐299,华为畅享,APP,音乐畅听|游戏加速|社交免流,满意,中高风险,20,37
CM000731,学生群体,女,16,安徽,芜湖,108,54.3,44.4,93,动感地带校园版,OPPO Find X6,微信公众号,校园流量包|假期短号|学习APP免流,一般,中低风险,30,51
CM000732,潮流青年,男,21,云南,昆明,68,43.08,145.7,170,5G融合套餐299,华为P60,营业厅,流量不限量|视频会员|社交免流,满意,中风险,30,40
CM000733,商务精英,男,46,四川,南充,158,180.11,92.7,428,全球通128元,三星S24,10086热线,5G极速套餐|国际漫游|云存储,一般,低风险,28,2
CM000734,潮流青年,女,21,北京,朝阳区,104,98.62,63.7,53,动感地带校园版,iPhone SE,10086热线,社交免流|游戏加速|音乐畅听,不满意,低风险,20,5
CM000735,潮流青年,男,20,内蒙古,鄂尔多斯,10,84.09,48.1,170,移动畅享套餐,iPhone 15 Pro,微信公众号,流量不限量|社交免流|音乐畅听,不满意,高风险,4,27
CM000736,银发一族,男,80,江西,南昌,71,20.82,2.5,106,全球通188元,荣耀Magic6,网上营业厅,大字版APP|语音畅聊包|紧急呼叫,满意,中风险,2,16
CM000737,学生群体,女,19,河北,廊坊,111,19.33,62.8,68,神州行38元,荣耀Magic6,APP,兼职通话|假期短号|学习APP免流,非常满意,中高风险,22,47
CM000738,潮流青年,女,27,安徽,马鞍山,125,43.08,112.6,217,全球通288元,iPhone 15 Pro,APP,游戏加速|社交免流|流量不限量,满意,中风险,1,56
CM000739,家庭用户,女,30,贵州,贵阳,23,112.42,26.5,669,全球通188元,iPhone 15 Pro,10086热线,智能家居|宽带融合|儿童手表,满意,中风险,4,8
CM000740,学生群体,女,12,青海,德令哈,179,45.76,33.8,96,移动畅享套餐,OPPO Find X6,短信营业厅,夜间流量|假期短号|兼职通话,满意,高风险,13,34
CM000741,潮流青年,男,28,浙江,绍兴,27,108.13,54.2,148,全球通128元,iPhone SE,10086热线,视频会员|流量不限量|游戏加速,满意,低风险,14,14
CM000742,学生群体,男,13,黑龙江,大庆,66,33.28,56.2,34,全球通188元,三星S24,短信营业厅,校园流量包|假期短号|学习APP免流,一般,中风险,12,29
CM000743,银发一族,男,61,广西,柳州,142,48.26,4.1,488,移动大流量卡,华为Mate 60,短信营业厅,大字版APP|紧急呼叫|语音畅聊包,满意,高风险,25,7
CM000744,潮流青年,男,16,重庆,沙坪坝区,16,59.8,81.5,174,和家庭198,iPhone 14,微信公众号,社交免流|游戏加速|音乐畅听,一般,中低风险,11,57
CM000745,潮流青年,女,27,河南,郑州,197,96.56,90.9,299,5G融合套餐299,华为Mate 60,网上营业厅,游戏加速|社交免流|视频会员,满意,中高风险,18,26
CM000746,商务精英,女,36,黑龙江,齐齐哈尔,38,351.65,98.0,711,全球通188元,vivo X100,10086热线,云存储|5G极速套餐|企业VPN,不满意,低风险,3,4
CM000747,潮流青年,女,22,青海,玉树,80,105.02,108.9,203,全球通128元,iPhone 14,APP,社交免流|流量不限量|视频会员,满意,中低风险,29,16
CM000748,商务精英,男,40,湖南,岳阳,165,462.83,72.0,1613,全球通128元,华为畅享,营业厅,商务彩铃|5G极速套餐|国际漫游,一般,高风险,25,48
CM000749,银发一族,男,57,湖南,衡阳,209,47.89,4.3,577,全球通128元,荣耀Magic6,营业厅,健康监测|语音畅聊包|紧急呼叫,一般,中低风险,16,43
CM000750,银发一族,女,55,山西,临汾,7,43.29,3.8,217,全球通188元,荣耀Magic6,网上营业厅,语音畅聊包|健康监测|大字版APP,一般,低风险,13,26
CM000751,潮流青年,男,16,辽宁,沈阳,209,98.02,50.4,202,全球通188元,小米14,营业厅,社交免流|游戏加速|流量不限量,不满意,中风险,14,4
CM000752,潮流青年,女,17,内蒙古,赤峰,57,38.04,99.4,181,全球通388元,vivo X100,10086热线,流量不限量|音乐畅听|游戏加速,不满意,中高风险,6,29
CM000753,蓝领工人,男,40,江西,宜春,26,59.42,16.4,589,和家庭168,荣耀Magic6,微信公众号,务工套餐|语音优惠|老乡号码,满意,中高风险,1,12
CM000754,家庭用户,男,39,江西,南昌,116,223.61,39.8,216,全球通128元,OPPO Find X6,微信公众号,智能家居|宽带融合|家庭共享套餐,一般,中低风险,18,50
CM000755,家庭用户,男,50,山东,烟台,155,180.69,50.8,382,全球通188元,iPhone 15 Pro,短信营业厅,亲情号码|智能家居|家庭共享套餐,满意,高风险,8,20
CM000756,银发一族,女,75,内蒙古,呼和浩特,165,39.1,2.4,219,全球通128元,Redmi Note 12,网上营业厅,防诈提醒|大字版APP|语音畅聊包,非常满意,高风险,2,73
CM000757,家庭用户,男,38,辽宁,鞍山,113,190.22,22.9,338,动感地带校园版,Redmi Note 12,营业厅,亲情号码|宽带融合|儿童手表,不满意,中高风险,3,36
CM000758,学生群体,女,18,吉林,通化,5,52.05,32.9,21,移动大流量卡,realme GT5,10086热线,假期短号|学习APP免流|校园流量包,满意,中风险,18,3
CM000759,家庭用户,男,33,福建,泉州,174,192.07,31.4,404,全球通88元,vivo X100,营业厅,智能家居|亲情号码|儿童手表,不满意,高风险,21,0
CM000760,商务精英,女,52,湖北,黄石,189,180.24,51.3,1823,动感地带18元,vivo X100,营业厅,企业VPN|国际漫游|5G极速套餐,满意,中风险,12,5
CM000761,商务精英,男,34,湖北,荆州,17,438.93,40.3,659,和家庭198,华为畅享,APP,企业VPN|5G极速套餐|国际漫游,满意,中高风险,13,1
CM000762,潮流青年,男,25,河北,邯郸,103,101.3,145.9,59,移动大流量卡,vivo X100,营业厅,视频会员|音乐畅听|流量不限量,非常不满意,中低风险,11,5
CM000763,蓝领工人,男,24,河北,保定,146,86.11,13.9,347,神州行孝心卡,华为Mate 60,短信营业厅,老乡号码|语音优惠|务工套餐,非常不满意,中低风险,22,35
CM000764,银发一族,男,55,海南,三亚,122,21.83,1.5,448,和家庭198,华为畅享,营业厅,紧急呼叫|防诈提醒|大字版APP,一般,低风险,15,13
CM000765,家庭用户,女,34,山东,临沂,201,149.58,56.3,286,和家庭198,华为P60,网上营业厅,儿童手表|智能家居|家庭共享套餐,满意,中高风险,11,92
CM000766,学生群体,女,18,西藏,昌都,139,32.16,51.1,103,动感地带校园版,三星S24,营业厅,学习APP免流|兼职通话|校园流量包,一般,中高风险,2,48
CM000767,家庭用户,女,30,广西,玉林,179,136.35,26.0,314,移动畅享套餐,华为P60,短信营业厅,宽带融合|智能家居|亲情号码,非常不满意,低风险,7,55
CM000768,家庭用户,女,34,安徽,蚌埠,64,137.36,13.0,306,移动大流量卡,小米14,营业厅,智能家居|宽带融合|亲情号码,一般,低风险,19,101
CM000769,潮流青年,男,20,河南,开封,104,109.71,41.7,79,5G融合套餐299,OPPO Find X6,微信公众号,游戏加速|社交免流|音乐畅听,一般,中低风险,17,32
CM000770,蓝领工人,男,31,宁夏,银川,130,59.52,16.1,212,神州行38元,华为Mate 60,APP,闲时流量|视频通话|务工套餐,非常不满意,中风险,12,92
CM000771,潮流青年,男,25,辽宁,抚顺,231,98.92,38.6,275,和家庭168,iPhone 14,营业厅,视频会员|社交免流|音乐畅听,满意,低风险,9,107
CM000772,银发一族,女,68,西藏,日喀则,13,32.68,1.6,152,神州行孝心卡,Redmi Note 12,短信营业厅,防诈提醒|健康监测|紧急呼叫,满意,中高风险,25,136
CM000773,蓝领工人,男,31,湖北,襄阳,193,73.26,20.0,563,动感地带校园版,荣耀Magic6,短信营业厅,视频通话|务工套餐|语音优惠,一般,中风险,5,24
CM000774,潮流青年,女,20,重庆,九龙坡区,199,102.58,112.4,111,全球通128元,OPPO Find X6,短信营业厅,视频会员|音乐畅听|游戏加速,非常不满意,低风险,14,13
CM000775,银发一族,女,59,上海,静安区,145,41.57,0.9,397,全球通288元,三星S24,APP,健康监测|紧急呼叫|语音畅聊包,满意,中低风险,8,28
CM000776,蓝领工人,男,36,安徽,蚌埠,57,40.89,23.2,403,动感地带18元,华为P60,微信公众号,闲时流量|务工套餐|视频通话,满意,中低风险,11,8
CM000777,学生群体,男,19,四川,成都,195,22.49,71.4,115,全球通128元,iPhone 14,营业厅,夜间流量|学习APP免流|假期短号,一般,中低风险,17,9
CM000778,潮流青年,女,25,陕西,宝鸡,54,93.9,104.2,108,动感地带18元,iPhone 14,10086热线,流量不限量|游戏加速|视频会员,一般,中低风险,8,58
CM000779,潮流青年,男,21,辽宁,抚顺,119,118.97,133.4,283,全球通88元,小米13,网上营业厅,社交免流|视频会员|流量不限量,非常满意,高风险,15,96
CM000780,蓝领工人,女,41,青海,德令哈,167,82.1,36.7,568,移动畅享套餐,iPhone 15 Pro,营业厅,闲时流量|视频通话|务工套餐,一般,中低风险,11,30
CM000781,银发一族,男,63,贵州,遵义,172,23.85,4.4,269,和家庭198,三星S24,10086热线,防诈提醒|紧急呼叫|大字版APP,不满意,中低风险,7,21
CM000782,家庭用户,男,37,新疆,伊犁,55,123.85,29.5,762,和家庭198,vivo X100,短信营业厅,智能家居|宽带融合|亲情号码,满意,低风险,18,58
CM000783,银发一族,女,66,四川,成都,69,38.33,3.9,586,全球通388元,iPhone 14,网上营业厅,紧急呼叫|防诈提醒|健康监测,不满意,低风险,19,23
CM000784,商务精英,女,51,重庆,九龙坡区,180,530.44,90.7,1407,全球通388元,华为畅享,10086热线,云存储|企业VPN|商务彩铃,满意,低风险,9,10
CM000785,潮流青年,女,27,陕西,咸阳,28,94.6,134.0,249,全球通88元,iPhone 15 Pro,短信营业厅,游戏加速|音乐畅听|流量不限量,一般,中高风险,13,14
CM000786,家庭用户,女,46,内蒙古,赤峰,238,176.98,41.4,633,和家庭168,华为P60,网上营业厅,家庭共享套餐|智能家居|宽带融合,不满意,中高风险,12,7
CM000787,蓝领工人,男,29,四川,南充,101,55.42,32.7,325,和家庭198,三星S24,APP,语音优惠|闲时流量|务工套餐,满意,中风险,1,21
CM000788,商务精英,男,32,湖北,武汉,142,222.61,45.1,1951,神州行38元,荣耀Magic6,微信公众号,国际漫游|企业VPN|商务彩铃,一般,中风险,3,17
CM000789,银发一族,女,69,甘肃,张掖,94,20.24,2.6,489,全球通188元,三星S24,营业厅,健康监测|大字版APP|防诈提醒,满意,中高风险,12,34
CM000790,潮流青年,男,24,贵州,六盘水,138,113.98,124.5,133,全球通88元,realme GT5,网上营业厅,社交免流|游戏加速|视频会员,满意,中风险,17,7
CM000791,商务精英,男,37,贵州,安顺,214,142.86,97.9,954,全球通188元,iPhone SE,APP,商务彩铃|5G极速套餐|国际漫游,一般,低风险,10,20
CM000792,家庭用户,男,32,甘肃,白银,224,204.2,34.3,656,神州行38元,华为Mate 60,APP,智能家居|宽带融合|亲情号码,不满意,中低风险,22,79
CM000793,潮流青年,女,16,陕西,宝鸡,122,53.52,149.8,187,和家庭198,华为畅享,短信营业厅,社交免流|游戏加速|音乐畅听,满意,中低风险,22,46
CM000794,蓝领工人,男,33,上海,浦东新区,134,51.29,30.6,489,5G融合套餐299,华为Mate 60,营业厅,务工套餐|语音优惠|视频通话,满意,低风险,22,11
CM000795,学生群体,女,16,天津,河北区,237,54.4,34.8,61,和家庭168,三星S24,网上营业厅,校园流量包|兼职通话|夜间流量,满意,中高风险,25,6
CM000796,家庭用户,女,37,河北,廊坊,185,166.29,48.5,608,动感地带校园版,小米14,微信公众号,宽带融合|亲情号码|家庭共享套餐,不满意,低风险,15,51
CM000797,家庭用户,男,34,广东,广州,145,127.65,38.1,220,神州行38元,华为Mate 60,短信营业厅,儿童手表|亲情号码|家庭共享套餐,满意,低风险,1,26
CM000798,银发一族,女,73,内蒙古,呼和浩特,210,18.51,0.5,150,5G融合套餐299,realme GT5,网上营业厅,大字版APP|健康监测|防诈提醒,一般,低风险,12,0
CM000799,潮流青年,男,16,青海,德令哈,192,116.88,91.4,145,5G智享套餐,小米13,微信公众号,游戏加速|视频会员|社交免流,非常满意,高风险,8,7
CM000800,潮流青年,男,25,福建,泉州,5,110.55,39.2,126,全球通388元,OPPO Find X6,营业厅,视频会员|游戏加速|流量不限量,满意,中风险,19,0
